ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.1,179,1986,8,337,364,17,88,3,1
7.1,223,2013,7,359,477,10,49,4,1
8.0,156,2700,4,333,455,8,52,3,1
6.6,194,2033,6,307,412,15,57,4,1
6.4,193,3162,7,333,515,13,99,3,1
6.3,205,2597,8,383,456,13,32,4,1
8.0,174,3458,6,333,543,12,71,4,1
5.1,211,2278,5,317,483,14,77,4,1
7.1,164,3276,6,285,527,15,59,3,1
8.2,205,1566,7,335,555,14,72,2,1
7.6,185,2307,5,297,518,12,80,4,1
5.3,198,1349,6,328,591,14,61,4,1
7.9,219,1276,8,360,350,15,84,2,1
5.3,233,1358,7,356,438,10,55,4,1
10.6,185,3215,8,333,566,14,85,3,1
7.1,186,1808,4,298,347,15,75,3,1
7.5,177,1573,6,277,401,11,58,3,1
7.9,211,3207,7,290,353,17,78,4,0
2.7,151,3020,6,303,377,14,45,4,0
9.1,194,949,6,345,562,13,74,3,0
5.2,192,3418,5,282,380,15,80,4,0
8.6,175,989,6,336,410,10,66,5,0
7.8,186,2244,7,342,320,19,66,2,0
7.1,177,1269,7,333,447,14,60,5,0
5.4,179,2704,6,311,408,9,79,3,0
6.6,200,2372,8,353,458,13,79,4,0
6.8,209,3260,7,341,340,16,42,4,0
7.1,191,1288,6,328,596,13,50,2,0
5.6,193,1754,9,366,538,13,67,5,0
8.6,216,1833,8,311,390,17,39,3,0
4.5,172,1312,5,291,413,11,75,2,0
3.8,157,2038,4,300,432,12,66,4,0
7.1,184,2257,6,333,504,18,66,4,0
7.1,171,1478,7,351,366,10,57,3,0
7.9,211,3480,8,333,594,16,72,2,0
7.1,193,1738,7,382,468,16,67,4,0
9.1,184,1041,6,388,371,10,68,3,0
5.3,193,2200,6,267,351,15,68,4,0
6.5,241,4395,7,306,544,20,89,3,0
8.2,199,1390,9,406,423,14,97,4,0
7.1,196,1812,8,323,313,18,67,3,0
6.7,176,2814,6,333,455,16,40,3,0
6.4,207,2685,7,304,418,17,34,4,0
7.5,186,1962,8,369,475,12,105,4,0
5.5,164,1195,6,302,537,14,69,4,0
7.5,198,2013,7,333,603,13,84,3,0
7.1,164,934,5,349,367,13,88,4,0
8.5,208,1644,6,372,346,12,80,3,0
5.7,193,1874,6,327,448,13,56,4,0
6.9,176,1532,5,369,435,21,104,3,0
6.1,226,2469,6,298,429,14,71,3,0
8.6,197,1588,4,311,464,18,40,3,0
5.7,181,1758,7,350,345,16,66,4,0
7.1,199,3992,5,259,257,14,52,4,0
7.2,213,2312,6,304,624,16,73,4,0
7.2,168,1276,6,333,566,12,65,3,0
3.8,190,2689,5,333,660,18,78,3,0
5.9,178,1742,5,333,473,16,79,5,0
7.1,247,4384,7,324,334,16,54,3,0
8.3,213,3547,8,346,569,17,62,4,0
6.9,198,2624,5,333,436,8,86,3,0
5.5,217,3400,6,331,430,15,64,4,0
7.1,175,1709,7,323,491,11,52,4,0
5.4,206,2041,7,356,525,10,70,4,0
7.3,212,3871,5,262,332,14,70,4,0
6.3,180,1382,7,346,422,11,77,3,0
7.0,205,2188,7,304,442,15,65,2,0
6.6,196,1660,6,323,304,12,85,3,0
6.6,159,1904,6,283,393,18,67,2,0
6.6,196,1601,7,333,264,14,45,5,0
7.2,180,1357,5,317,421,12,63,3,0
5.3,191,3479,5,333,395,12,54,3,0
8.1,177,1323,6,333,450,20,85,3,0
6.6,150,1138,6,370,431,7,73,4,0
7.1,206,1875,8,344,510,5,61,3,0
6.2,205,3291,5,298,414,12,79,2,0
5.0,156,1927,6,331,341,16,75,4,0
6.9,210,4029,6,294,340,18,84,1,0
6.3,162,2084,7,333,387,15,83,4,0
7.1,179,507,8,455,392,16,76,4,0
7.3,180,1582,7,333,457,8,37,4,0
6.6,186,3093,7,333,330,13,86,3,0
8.0,180,1213,6,310,666,17,66,3,0
4.2,168,1607,5,261,449,11,86,4,0
4.3,199,2563,5,260,300,12,55,4,0
9.3,203,2047,6,337,508,19,66,4,0
9.6,210,1818,7,333,387,17,65,3,0
7.1,192,2552,7,322,548,14,64,3,0
3.4,152,1631,5,313,412,9,68,4,0
8.4,242,4489,7,333,575,14,50,2,0
12.2,217,1131,8,375,347,9,73,3,0
7.3,198,1403,5,333,479,11,61,5,0
4.6,192,1498,6,333,344,11,88,2,0
8.3,229,1845,6,338,464,9,84,4,0
4.9,157,1048,6,333,311,11,48,5,0
7.7,178,1861,7,333,462,13,64,4,0
7.1,173,2655,6,293,366,13,72,3,0
7.8,179,2755,7,315,359,12,52,3,0
8.2,189,1744,6,333,449,15,54,4,0
7.0,187,1345,7,330,350,16,77,4,0
7.1,193,1493,7,309,447,12,66,4,0
4.3,157,2435,5,287,432,10,44,4,0
6.6,195,2149,6,363,335,11,66,2,0
9.0,195,904,7,396,378,17,114,3,0
6.8,194,1571,6,339,441,22,75,3,0
6.7,223,4155,7,271,463,13,61,2,0
7.1,221,2797,6,349,355,9,81,3,0
7.0,218,3393,8,360,438,18,71,3,0
7.1,225,3261,7,259,355,11,66,3,0
7.1,240,1950,8,383,377,12,55,5,0
7.8,196,1902,6,392,338,10,76,2,0
8.6,174,649,7,409,403,16,52,3,0
6.9,173,1032,7,376,538,10,36,3,0
7.8,203,2447,7,321,516,17,80,4,0
5.9,154,971,5,333,386,16,65,4,0
7.0,225,2310,5,320,459,13,77,3,0
7.1,189,1988,8,415,547,12,70,4,0
8.1,206,2583,8,346,472,11,66,2,0
6.1,184,1480,5,384,462,14,34,4,0
5.3,211,4516,6,279,485,19,70,4,0
7.1,152,1139,8,400,385,11,58,5,0
5.7,182,2129,6,306,435,11,68,4,0
6.6,182,2472,6,333,414,17,78,4,0
8.1,198,1826,6,396,376,10,87,3,0
6.7,187,1915,5,345,433,20,26,3,0
5.5,164,2154,5,333,453,13,55,2,0
7.1,214,3611,7,333,414,15,71,2,0
6.4,174,1130,6,333,544,17,89,3,0
7.1,194,4146,6,239,362,14,58,4,0
8.2,201,2491,7,389,415,12,51,3,0
2.6,201,4820,6,261,429,10,79,5,0
5.7,186,1867,5,313,335,17,59,3,0
9.0,234,2093,7,365,444,12,54,3,0
5.6,171,1773,5,343,466,13,59,4,0
6.3,159,1871,6,314,499,15,68,3,0
6.9,201,1651,8,357,336,20,60,4,0
8.1,210,1684,8,359,559,17,68,5,0
8.8,196,1769,8,379,486,17,61,3,0
8.6,183,1299,6,382,489,18,93,3,0
7.5,215,3135,7,337,477,12,53,4,0
11.5,183,411,7,398,475,10,69,3,0
6.5,178,2312,6,326,371,13,41,3,0
8.2,172,1352,7,377,455,7,66,3,0
7.2,210,3156,9,333,558,13,73,3,0
7.9,201,2052,5,299,303,15,71,3,0
6.2,203,1923,8,333,371,8,76,3,0
7.9,170,662,5,372,316,23,73,4,0
8.3,227,1799,7,323,459,14,16,3,0
4.9,173,1478,5,267,620,7,38,3,0
8.1,182,1067,6,333,427,13,77,2,0
5.1,179,2621,5,303,369,14,82,3,0
6.4,163,1690,5,283,397,16,82,3,0
5.6,204,1661,5,316,341,15,73,3,0
5.8,241,3187,7,203,495,22,71,5,0
6.9,199,1520,5,333,306,15,90,3,0
6.3,228,2934,6,333,398,15,92,3,0
8.1,200,2541,6,314,411,12,59,4,0
7.1,194,1127,7,399,427,15,34,2,0
8.9,218,2377,6,324,413,13,63,5,0
6.5,190,2203,6,333,353,12,67,3,0
8.5,225,1567,6,314,636,10,71,3,0
6.9,210,2280,5,333,473,13,64,4,0
6.3,173,2545,6,333,482,14,70,4,0
5.7,203,2724,6,333,361,11,68,5,0
7.9,211,1593,6,385,392,9,40,5,0
7.5,210,2370,7,333,484,18,52,4,0
4.7,198,2476,7,353,512,19,44,4,0
6.7,203,2374,6,342,455,15,63,3,0
9.5,175,446,6,370,406,13,57,4,0
4.4,169,1503,6,352,424,14,79,4,0
6.8,166,1885,7,333,294,13,54,4,0
7.0,181,1750,6,333,181,11,72,4,0
7.0,205,1920,7,283,459,17,50,3,0
5.8,184,2215,6,347,449,12,65,2,0
8.4,199,1677,8,343,402,17,75,2,0
8.8,189,1352,7,408,338,18,66,3,0
9.4,162,922,8,333,451,12,80,3,0
7.6,201,1921,7,351,451,4,74,3,0
5.1,198,1679,6,326,303,12,66,4,0
4.9,191,2342,6,333,316,18,43,3,0
7.1,202,2451,7,360,492,16,72,4,0
7.4,180,2567,7,310,298,12,27,4,0
8.3,200,2938,7,333,456,15,70,4,0
10.2,211,2170,7,333,395,21,62,3,0
4.6,189,2382,7,325,401,13,66,4,0
7.1,205,2974,7,333,430,20,82,3,0
5.2,195,2305,6,245,473,11,49,3,0
9.1,230,3046,7,337,539,16,58,5,0
7.6,204,840,6,418,311,12,67,4,0
7.8,183,981,7,400,539,12,90,4,0
7.7,203,3580,7,312,424,18,96,4,0
9.1,197,1740,7,337,414,15,63,3,0
8.1,213,2168,8,325,508,17,66,5,0
5.8,210,3309,6,312,482,11,61,4,0
8.5,199,2655,7,351,491,9,66,2,0
9.2,180,1034,6,333,397,18,53,3,0
8.2,208,1280,5,322,472,13,28,3,0
6.4,211,2070,6,278,525,16,74,4,0
7.0,221,2076,8,307,326,12,62,4,0
10.4,200,864,9,442,473,14,64,3,0
7.1,182,1742,6,333,495,11,85,3,0
3.6,213,3343,5,308,465,18,50,4,0
7.4,201,1392,7,333,560,14,74,4,0
7.0,158,1225,7,371,382,14,78,2,0
6.7,182,2431,7,341,479,20,53,4,0
7.1,183,1691,6,333,363,10,42,3,0
6.6,213,1638,7,357,372,15,31,5,0
7.1,182,1786,9,361,359,20,49,4,0
7.9,197,1076,7,384,406,16,74,2,0
8.2,182,1813,6,335,569,15,63,2,0
8.7,162,380,6,333,337,19,84,3,0
5.1,214,2103,9,333,471,13,58,5,0
7.9,176,1169,8,376,383,12,57,2,0
7.0,194,1673,7,350,504,19,82,3,0
8.3,177,845,5,335,361,14,50,4,0
8.3,168,1318,6,298,294,12,79,4,0
7.1,199,2530,5,329,287,13,33,4,0
7.4,217,2450,5,333,426,12,49,2,0
6.4,183,1161,6,343,362,16,73,2,0
8.4,185,2998,8,333,489,17,74,4,0
7.1,207,2267,6,295,297,17,71,4,0
7.3,196,1953,6,297,418,17,69,2,0
5.2,173,1117,5,343,390,14,65,3,0
7.1,213,2062,8,318,337,7,77,3,0
7.1,215,3677,6,294,489,11,66,4,0
6.3,178,1695,7,370,388,10,74,3,0
6.8,146,1346,6,289,412,14,81,4,0
6.6,209,2048,7,332,524,20,60,3,0
10.3,199,1127,7,433,461,17,63,3,0
6.1,181,1513,5,293,391,11,61,5,0
7.1,196,1054,6,359,400,13,45,4,0
6.8,165,606,6,373,442,11,64,4,0
7.1,227,4516,8,279,472,17,72,3,0
6.4,197,1950,8,333,436,12,66,2,0
5.1,195,1727,7,336,446,4,72,3,0
3.4,185,2269,8,309,398,10,55,5,0
10.8,236,1403,9,333,564,17,66,3,0
8.7,213,1886,8,324,396,20,96,4,0
10.4,241,1858,8,333,303,13,75,5,0
8.2,192,1980,6,377,503,13,59,3,0
8.0,197,2520,6,330,490,15,89,2,0
8.2,188,1990,5,333,331,15,57,3,0
7.9,203,1685,7,339,398,19,58,3,0
7.1,218,1137,6,392,284,16,66,3,0
5.5,192,2171,5,333,553,13,87,3,0
8.2,162,1049,8,423,487,16,69,4,0
6.9,184,1446,6,371,497,14,73,3,0
5.8,220,4000,6,333,493,12,49,3,0
7.5,203,1582,6,333,348,11,91,3,0
6.9,228,4593,9,377,392,13,66,3,0
7.5,180,1725,5,333,575,14,58,4,0
4.1,168,2220,5,333,344,15,34,3,0
5.3,196,2400,5,335,511,18,68,5,0
7.0,206,2403,7,356,552,8,88,4,0
6.8,177,1651,6,308,542,12,60,4,0
6.3,175,1158,7,333,430,15,86,3,0
6.7,197,3470,5,261,390,17,91,4,0
5.5,184,2674,7,332,459,18,71,4,0
7.6,217,3634,8,375,393,17,77,3,0
5.9,159,1629,5,333,525,11,79,5,0
6.4,220,2105,8,348,353,19,48,4,0
5.8,204,3717,7,329,466,13,96,4,0
5.5,212,2785,6,286,524,13,99,4,0
6.7,192,2229,7,333,326,11,66,4,0
5.2,200,3720,7,311,573,17,74,3,0
7.1,191,962,6,353,271,13,92,4,0
7.4,215,2826,6,333,417,16,56,3,0
7.1,207,2252,8,343,503,12,83,4,1
5.4,232,2510,6,333,473,10,81,3,1
7.0,222,1635,7,353,420,8,66,5,1
7.1,246,697,9,417,355,13,68,4,1
6.0,150,1359,6,401,392,19,43,4,1
6.2,246,3136,6,333,527,10,62,3,1
7.7,178,2024,7,333,363,11,58,3,1
8.1,125,3538,4,333,463,7,98,3,1
7.3,200,3259,7,324,489,12,45,3,1
7.1,239,1542,8,392,364,14,70,3,1
6.8,306,2850,6,293,306,9,60,2,1
7.4,204,852,9,429,328,11,88,3,1
8.8,195,1161,7,332,514,12,87,2,1
7.1,148,2368,7,339,259,17,56,4,1
5.3,194,2177,6,359,353,14,33,4,1
7.2,162,3962,5,300,507,16,66,4,1
7.7,153,1159,8,333,297,12,73,3,1
8.7,219,1655,8,355,545,7,73,4,1
7.1,184,1811,8,381,530,19,70,3,1
7.0,219,1607,7,355,282,17,65,3,1
6.9,173,1661,6,329,337,12,60,4,1
6.4,212,2425,7,333,342,12,67,2,1
9.9,196,3721,7,247,522,5,77,3,1
5.6,271,2695,6,296,443,17,72,3,1
6.3,225,2280,7,333,328,13,50,3,1
7.1,190,1525,7,366,418,13,68,3,1
7.7,191,1978,7,340,377,18,58,4,1
6.4,162,2233,6,379,337,11,65,3,1
8.0,184,2684,7,327,389,11,52,4,1
6.6,164,1377,5,333,315,12,61,3,1
6.0,161,2111,4,301,384,9,71,4,1
6.4,159,2121,5,317,305,16,62,3,1
7.0,223,2028,5,282,377,14,67,2,1
6.4,218,1866,6,312,503,15,94,3,1
6.0,140,2066,6,333,428,8,67,2,1
7.3,159,1488,9,411,404,17,51,2,1
9.2,157,3159,6,333,464,12,93,3,1
6.6,176,2185,4,333,310,14,52,3,1
6.9,225,687,10,429,386,15,59,4,1
7.1,210,1367,8,418,352,10,45,3,1
7.1,214,2109,7,291,539,14,62,3,1
5.9,214,1081,7,333,626,17,59,3,1
8.2,230,3289,7,280,364,17,69,4,1
6.9,258,3545,4,206,318,13,65,3,1
7.6,210,958,8,371,325,11,86,5,1
6.6,108,3429,4,317,324,19,66,3,1
7.5,174,1573,8,333,303,17,90,2,1
7.3,143,4671,4,252,446,12,60,3,1
6.8,182,2566,6,352,419,11,71,4,1
7.1,184,2372,4,277,382,10,75,3,1
7.1,194,3811,6,333,436,13,60,3,1
6.7,200,3703,4,280,376,12,57,2,1
6.0,262,1715,9,380,514,20,76,4,1
6.7,218,1718,8,393,349,14,57,2,1
7.5,202,2655,7,312,306,17,67,4,1
7.1,287,4132,5,333,375,13,97,4,1
6.3,106,1557,6,441,380,5,48,4,1
7.4,203,137,11,475,361,16,55,3,1
7.3,196,4418,5,260,324,8,69,4,1
7.0,147,2122,7,387,421,13,51,4,1
7.6,183,2933,5,259,426,14,91,4,1
7.0,202,1184,7,333,486,16,61,4,1
6.3,97,1974,3,305,502,15,86,4,1
7.3,230,2468,7,323,349,9,50,3,1
6.8,207,1522,6,321,523,12,86,4,1
8.4,155,2719,5,333,356,7,69,2,1
6.6,168,3650,6,298,474,14,71,4,1
6.2,203,1559,7,361,452,14,70,4,1
6.6,192,3626,4,277,320,14,80,3,1
8.1,171,2833,6,319,496,16,91,3,1
8.4,208,2823,7,297,444,12,78,4,1
7.1,166,2403,7,349,411,9,94,3,1
7.9,204,1273,7,331,449,15,55,4,1
7.9,181,1580,7,333,291,13,77,3,1
8.9,215,5648,3,129,541,9,70,4,1
7.0,246,1542,7,305,516,17,91,3,1
7.1,158,4524,4,247,399,16,53,4,1
7.6,225,3174,5,333,503,18,78,3,1
8.5,129,2046,7,333,590,15,63,4,1
6.8,237,2417,8,349,477,16,92,4,1
6.5,215,3577,6,307,365,8,77,3,1
6.2,169,2255,4,297,460,20,93,4,1
7.1,190,1858,7,362,471,13,90,4,1
7.1,195,414,9,462,435,15,66,3,1
5.6,283,2831,7,318,425,11,67,5,1
6.2,231,2977,4,248,488,13,54,3,1
7.7,121,1697,6,354,368,12,69,3,1
7.1,187,2463,9,333,443,11,74,3,1
8.8,199,2510,6,333,453,14,82,3,1
5.6,219,2245,8,386,401,16,31,3,1
7.3,185,2441,7,333,310,14,66,3,1
7.9,197,940,9,400,270,11,53,4,1
5.7,228,3917,6,333,330,11,59,5,1
6.0,184,1594,8,421,314,20,83,4,1
8.0,180,2471,5,287,434,8,84,3,1
7.1,263,1667,7,333,427,17,77,4,1
7.2,167,3089,5,333,437,15,61,4,1
7.6,213,1124,8,377,341,15,67,5,1
6.9,231,2258,5,333,496,16,91,4,1
5.7,180,1268,7,423,415,12,83,2,1
6.1,198,2220,7,333,464,14,61,3,1
6.0,186,2870,5,338,430,17,68,4,1
9.7,190,907,9,357,443,13,62,4,1
7.7,225,1949,7,289,433,15,74,3,1
6.7,193,1600,6,314,316,17,85,4,1
8.0,163,1335,7,333,366,17,66,4,1
8.2,155,2404,7,338,418,13,66,3,1
6.5,215,2897,7,312,426,17,54,4,1
6.8,216,1309,5,333,343,15,65,4,1
7.0,248,2613,7,335,403,10,75,4,1
7.7,179,1247,9,421,471,8,66,3,1
7.9,175,2956,7,333,322,11,70,4,1
5.8,186,2669,5,333,312,12,32,4,1
7.6,173,883,9,436,305,11,92,3,1
8.7,203,2457,6,288,336,16,68,3,1
6.9,200,2765,6,321,453,11,91,5,1
8.5,157,3309,6,305,377,13,43,4,1
6.5,218,2330,7,355,585,10,40,4,1
7.1,228,3216,6,314,309,19,54,5,1
8.2,274,4054,7,241,417,9,79,3,1
7.3,156,1625,7,381,591,12,59,3,1
7.1,160,3252,5,292,440,10,61,5,1
7.1,163,3286,6,317,279,10,81,3,1
5.9,249,1477,6,335,517,15,66,4,1
7.3,135,2218,7,357,480,11,54,4,1
7.4,150,416,10,476,355,15,74,2,1
6.4,183,1159,8,408,385,16,83,2,1
7.1,190,3980,5,288,365,13,91,4,1
6.9,194,3555,6,299,394,11,69,4,1
6.5,164,2424,7,373,368,12,96,4,1
8.3,167,1761,7,323,277,12,61,3,1
7.1,191,1896,8,318,354,15,84,4,1
6.7,211,1079,7,373,406,18,66,2,1
7.2,154,3114,4,261,451,10,66,3,1
6.5,184,1083,6,378,430,13,100,4,1
7.0,175,1265,7,333,571,13,61,2,1
7.5,205,2505,6,327,313,16,72,3,1
7.0,214,1500,6,328,468,17,104,4,1
7.1,179,1658,8,317,327,15,66,3,1
7.0,205,3522,5,254,360,13,66,4,1
6.5,197,2012,6,353,472,11,64,3,1
8.1,191,1665,8,350,418,12,49,3,1
7.2,213,2737,6,327,457,17,66,3,1
6.8,271,1434,9,368,610,9,91,3,1
7.0,175,3570,5,290,401,10,66,5,1
7.4,203,4014,5,256,401,9,53,4,1
6.5,226,1698,6,318,484,18,80,2,1
6.6,174,3324,7,326,479,15,60,4,1
6.8,178,1698,7,369,299,18,62,3,1
6.3,139,1805,8,417,347,13,58,4,1
7.1,191,1647,8,367,462,12,17,3,1
7.5,258,2699,7,266,352,14,59,5,1
7.1,163,3652,5,284,522,14,78,4,1
7.5,198,687,8,333,440,11,60,3,1
6.0,227,1298,8,392,306,7,41,3,1
7.1,158,872,8,425,471,15,74,3,1
6.7,232,2788,7,337,443,14,64,4,1
7.1,156,2688,4,291,554,14,53,4,1
7.1,186,755,9,406,288,12,72,4,1
6.8,218,2254,7,304,382,18,53,3,1
7.5,151,3113,4,333,351,18,53,2,0
6.9,228,1083,7,362,513,12,40,4,0
7.1,155,4261,5,449,456,20,77,2,0
7.3,267,1581,10,333,541,13,54,4,0
7.8,224,2326,5,300,387,13,43,2,0
7.1,229,1995,7,285,491,11,85,3,0
6.2,248,1539,8,273,487,9,69,3,0
6.8,209,1382,7,334,499,19,81,3,0
7.1,213,2826,3,333,483,15,78,4,0
7.3,98,3649,7,423,502,7,76,4,0
8.2,116,2246,5,333,408,6,90,4,0
7.0,164,1762,6,372,492,11,48,3,0
6.4,235,1898,8,333,511,16,77,3,0
6.6,191,1517,5,333,471,15,56,3,0
5.9,205,3037,9,312,512,6,55,3,0
7.3,189,2139,6,356,390,14,81,4,0
5.6,223,1455,9,234,252,12,59,4,0
5.5,197,1288,9,347,355,12,67,3,0
6.1,216,1255,9,317,409,10,30,2,0
8.2,145,1798,6,359,420,15,100,3,0
7.7,123,3384,5,390,462,18,82,3,0
6.8,209,2014,5,288,291,12,57,3,0
6.0,226,2027,8,225,275,9,52,4,0
7.1,204,3295,5,324,339,4,71,4,0
6.3,214,1461,6,315,370,12,83,3,0
7.5,223,1993,5,317,590,13,89,3,0
7.1,214,2167,8,333,473,15,73,4,0
7.4,237,1686,7,306,478,13,92,5,0
10.1,144,3971,4,390,415,17,66,3,0
5.9,274,696,10,247,321,12,39,2,0
7.1,171,3897,8,385,397,17,73,2,0
6.1,151,1509,6,382,388,16,69,4,0
7.1,137,2059,3,393,520,19,50,3,0
7.9,250,1574,8,333,391,16,59,3,0
6.0,178,1896,10,333,400,12,60,4,0
7.1,193,2089,7,359,417,16,38,3,0
7.1,166,1480,6,269,536,13,77,3,0
6.6,166,3021,9,340,430,23,72,4,0
6.3,157,2107,7,318,351,14,64,4,0
6.6,238,1282,7,331,451,19,73,4,0
5.4,197,996,7,333,503,17,77,3,0
7.5,221,2548,6,333,438,13,58,2,0
6.7,148,2092,4,333,400,18,40,1,0
8.1,239,2854,5,333,574,17,56,3,0
5.4,238,1626,7,255,393,12,27,3,0
6.9,252,1108,9,285,368,17,43,3,0
7.0,184,3165,5,333,559,14,56,2,0
8.0,173,2684,6,337,347,13,75,3,0
8.0,222,1813,8,314,452,12,78,3,0
7.6,213,1759,8,333,384,5,70,3,0
7.6,209,2188,9,333,337,8,63,3,0
7.7,169,3835,6,297,525,16,74,5,0
6.3,154,2305,6,290,421,13,65,3,0
7.4,155,1928,5,399,391,18,63,3,0
7.1,241,2569,5,333,386,14,33,4,0
6.3,165,2048,7,354,422,14,46,2,0
7.3,205,2611,5,357,402,7,63,4,0
6.4,164,1753,8,345,430,15,47,3,0
8.0,160,2947,2,324,371,18,54,4,0
4.9,267,1187,8,333,417,15,22,5,0
7.7,220,2943,6,322,444,13,77,3,0
6.1,228,1021,5,306,441,17,65,4,0
4.2,120,3437,7,411,436,14,64,4,0
8.5,255,3105,3,333,426,13,34,5,0
7.8,182,1365,6,337,328,15,92,4,0
5.6,220,873,8,300,412,6,80,3,0
8.6,178,1850,7,356,329,15,83,3,0
7.9,187,3221,4,320,400,19,46,4,0
6.0,136,2810,7,389,423,15,68,4,0
8.0,201,1186,7,300,420,7,90,3,0
4.3,191,1277,8,284,499,13,76,3,0
6.7,209,1479,7,333,553,8,78,3,0
5.9,186,1979,6,333,489,19,65,3,0
8.8,175,2317,6,367,552,7,91,3,0
7.1,171,3920,4,354,381,20,97,2,0
7.1,193,1967,7,342,322,18,77,3,0
7.5,246,2710,9,341,339,16,77,3,0
7.7,155,3657,7,405,536,16,77,4,0
7.4,176,1666,8,333,354,10,37,3,0
8.9,188,2213,4,376,438,8,92,5,0
5.6,221,1112,8,314,326,19,84,3,0
6.5,201,2768,5,316,573,14,66,5,0
7.6,205,3082,7,354,395,12,63,3,0
6.1,240,1576,10,339,407,21,63,3,0
7.6,188,3286,6,365,326,13,73,3,0
7.1,279,1138,8,314,467,10,68,3,0
7.1,165,1896,7,333,510,16,47,4,0
7.4,258,1853,5,339,354,14,73,3,0
7.0,168,2051,10,333,457,9,56,3,0
5.3,238,1031,7,281,496,12,87,2,0
6.2,174,2219,7,333,479,13,51,5,0
6.1,161,2676,6,333,485,18,81,4,0
7.1,196,3023,5,308,453,16,31,4,0
7.1,189,1673,7,333,410,14,60,3,0
3.9,191,1732,7,306,406,9,45,5,0
6.4,244,1385,9,333,403,12,59,4,0
6.0,219,1934,6,264,497,16,46,5,0
8.9,208,1791,4,334,381,14,48,3,0
7.4,194,2876,5,349,495,14,77,5,0
9.0,184,2496,6,335,485,8,63,4,0
8.5,216,3026,6,330,436,11,55,2,0
7.2,176,3472,5,287,332,10,77,3,0
7.1,184,1436,8,334,472,16,73,4,0
8.9,107,2762,6,460,444,13,78,4,0
6.6,219,2196,6,348,341,15,68,3,0
7.1,204,1466,8,360,359,15,58,4,0
7.1,160,4912,6,409,327,14,64,3,0
6.0,275,2122,8,333,354,11,92,5,0
6.8,166,2826,7,318,532,21,78,5,0
7.1,157,2171,5,333,478,18,80,3,0
7.1,181,3326,8,373,485,15,52,4,0
7.1,237,2186,8,318,434,11,59,3,0
7.5,172,1832,6,351,377,10,68,3,0
8.0,214,2057,6,312,513,17,70,4,0
5.2,234,1174,6,314,407,13,36,3,0
7.1,191,2317,7,290,365,12,69,4,0
6.5,180,2816,7,371,370,16,66,3,0
7.8,258,2091,6,289,421,9,71,4,0
7.4,242,2018,6,306,413,10,64,3,0
8.0,178,1867,5,368,356,18,61,2,0
6.4,243,1227,6,333,489,17,66,4,0
7.1,208,2244,5,338,540,9,84,3,0
8.1,191,2929,6,356,278,12,65,3,0
7.1,149,2028,10,383,355,17,53,2,0
7.1,220,2649,4,333,388,21,70,4,0
9.5,124,3368,4,427,530,19,49,5,0
8.0,121,4070,5,445,338,12,59,4,0
6.3,270,857,9,286,490,12,22,4,0
7.0,219,2021,7,306,431,17,56,4,0
9.7,131,2438,4,333,428,18,65,5,0
6.7,197,3382,7,353,321,19,85,3,0
4.9,272,1549,6,266,569,17,79,3,0
9.6,156,3395,4,333,485,11,66,4,0
8.5,128,3201,6,458,554,15,87,4,0
7.0,201,2170,6,352,417,19,49,3,0
6.0,170,1092,8,305,508,12,62,3,0
9.0,167,3486,3,400,385,16,50,4,0
7.9,277,2424,7,273,306,11,70,3,0
7.7,189,3291,5,367,397,15,66,4,0
6.1,209,1012,9,333,410,7,101,4,0
8.1,191,2050,5,333,445,9,57,5,0
8.1,210,2543,8,385,321,11,85,4,0
7.7,211,1286,9,347,598,10,91,4,0
7.1,149,2768,8,284,288,15,62,3,0
9.3,168,5027,5,415,400,11,62,3,0
6.0,177,2863,8,333,386,15,30,2,0
6.2,171,2497,8,323,406,10,65,4,0
9.1,184,2163,7,394,339,6,66,3,0
7.4,167,3193,7,333,398,14,69,4,0
7.1,259,1194,9,279,469,11,73,3,0
7.1,275,948,8,295,383,18,94,1,0
6.8,165,1778,4,307,370,15,96,4,0
7.1,230,1491,9,333,379,28,79,3,0
8.9,171,1911,6,404,399,17,76,2,0
9.5,149,3256,5,333,436,13,71,4,0
7.1,168,2103,5,404,440,12,72,4,0
7.2,225,509,6,361,294,5,81,4,0
6.2,155,2593,8,298,533,14,68,4,0
6.5,236,765,9,214,356,14,54,2,0
7.1,162,2491,6,388,494,14,84,4,0
7.5,177,2478,8,369,387,14,48,3,0
7.3,184,2104,6,327,379,8,90,4,0
7.1,253,1356,9,256,554,13,97,3,0
6.5,138,1917,7,333,490,16,66,3,0
6.9,156,3579,7,384,398,17,72,4,0
7.8,194,1382,5,333,321,18,66,3,0
8.1,173,2727,6,354,330,16,66,4,0
6.3,220,2241,7,283,350,19,61,4,0
7.1,165,2290,5,379,473,13,63,4,0
6.6,216,1796,7,346,466,11,41,3,0
6.6,232,980,8,302,458,13,65,3,0
7.1,247,1893,7,305,419,12,60,4,0
5.7,197,1264,8,287,345,17,58,4,0
7.7,182,1971,8,382,489,8,57,3,0
6.3,148,2291,5,333,474,9,61,3,0
8.0,116,4504,5,333,367,13,87,2,0
6.5,185,2626,6,289,410,12,83,3,0
6.2,227,2219,9,333,351,13,63,3,0
7.3,194,1827,6,344,402,15,76,4,0
6.0,211,3019,7,329,431,10,66,5,0
